cloud_optical_thickness,cloud_mask_fraction,latitude_left,longitude_left,year_left,month_left,day_left,date_left,geometry,index_right,Unnamed_ 0,weibo_text,year_right,month_right,day_right,prov,city,county,area,location,coordinate,coordina_1,address,formatted_,first_oper,longitude_right,latitude_right,date_right
15.09851469581288,1.0,26.5,105.5,2015.0,4.0,26.0,2015-04-26,POINT (105.5 26.5),1260,4871,"【贵阳昨日迎今春首场暴雨 人工增雨作业缓旱情】4月26日夜间开始,受冷空气和南支槽持续影响,贵阳市出现今春以来首场暴雨天气过程,暴雨区域主要出现在市中部以北的乌当区北部、修文县、",2015,4,26,贵州省,毕节市,乌当区,乌当区北部、修文县、开阳县和息烽县,贵州省 毕节市修文县,"105.435920,26.510148",村庄,毕节市修文县,贵州省毕节市织金县修文县村,2015-04-26,105.43592,26.510148,2015-04-26
64.5735484150094,0.9986934667855651,35.5,119.5,2015.0,9.0,30.0,2015-09-30,POINT (119.5 35.5),2200,7623,五莲县气象局9月30日8时发布人影作业公告：今天上午县气象局将在全县范围内流动实施人工增雨作业，请作业点附近群众注意安全。 ​,2015,9,30,山东省,日照市,五莲县,,山东省日照市高新技术产业开发区,"119.492594,35.464692",住宅区,日照市高新技术产业开发区,山东省日照市东港区高新技术产业开发区,2015-09-30,119.492594,35.464692,2015-09-30
25.01101866410329,1.0,32.5,117.5,2016.0,8.0,26.0,2016-08-26,POINT (117.5 32.5),1364,5254,#定远身边事# 【定远气象局8月26日开展人工影响天气作业公告】为了了缓解部分地区已出现的旱情，增加水资源储蓄，定远县气象局决定于2016年8月26日在定城镇、张桥镇、朱湾镇作业点择机开,2016,8,26,安徽省,滁州市,定远县,定城镇、张桥镇、朱湾镇,安徽省 滁州市朱湾镇,"117.470005,32.469052",乡镇,滁州市朱湾镇,安徽省滁州市定远县朱湾镇,2016-08-26,117.470005,32.469052,2016-08-26
30.0721193728447,1.0,30.5,104.5,2016.0,11.0,21.0,2016-11-21,POINT (104.5 30.5),341,969,【成都借寒潮轰雨洗天 今日小雪气温明显下降】今日，二十四节气迎来小雪，意味着广大地区气温会下降，而一股强冷空气已从北方袭来。借助这样的“天时”，成都12台碘化银地面发生器、16,2016,11,21,四川省,成都市,,成都12台碘化银地面发生器、16个高炮和火箭作业点。,四川省 成都市火箭作业点,"104.455546,30.537169",村庄,成都市火箭作业点,四川省成都市简阳市火箭村,2016-11-21,104.455546,30.537169,2016-11-21
31.79216756309028,0.9843659018032764,32.5,118.5,2017.0,8.0,1.0,2017-08-01,POINT (118.5 32.5),2040,7206,#热点关注#【昨天，我市这几个地方人工降雨】8月1日11-16时，滁州市气象部门先后开展人工增雨作业9次。分别为琅琊区城郊（2次）、来安县舜山镇（2次）、定远县池河镇（2次）、明光市涧溪,2017,8,1,安徽省,滁州市,明光市,琅琊区城郊、来安县舜山镇、定远县池河镇、明光市涧溪镇、凤阳县总铺镇、天长市新街镇,安徽省来安县舜山镇,"118.441856,32.536382",乡镇,来安县舜山镇,安徽省滁州市来安县舜山镇,2017-08-01,118.441856,32.536382,2017-08-01
6.057999889055888,0.4800778110493482,34.5,112.5,2019.0,1.0,9.0,2019-01-09,POINT (112.5 34.5),2507,8555,#洛阳身边事#【洛阳实施人工增雪 已发射16枚人工影响天气火箭弹】昨天夜晚到今晨，在自然降雪和人工增雪的共同作用下，我市普降小到中雪，部分地区中到大雪，有效改善了我市的空气质量,2019,1,9,河南省,洛阳市,,29个人工影响天气作业点,河南省洛阳市龙门石窟景区,"112.480894,34.544914",兴趣点,洛阳市龙门石窟景区,河南省洛阳市洛龙区龙门石窟景区(南门),2019-01-09,112.480894,34.544914,2019-01-09
52.72808929409567,0.99931428534644,34.5,114.5,2018.0,5.0,11.0,2018-05-11,POINT (114.5 34.5),508,1597,#开封身边事# 【厉害了！开封今日凌晨连发52枚火箭弹，人工增雨灭飞絮】这些天，全市的大街小巷到处飘扬着如雪花般的杨柳飞絮，一不小心就会钻进人的眼睛、鼻子、嘴巴和衣服等部位，令,2018,5,11,河南省,开封市,杞县,开封市的四个作业点分别为：城乡一体化示范区杏花营镇、尉氏县张市镇、通许县冯庄乡、杞县城关镇。,河南省 开封市通许县冯庄乡,"114.469171,34.535570",乡镇,开封市通许县冯庄乡,河南省开封市通许县冯庄乡,2018-05-11,114.469171,34.53557,2018-05-11
23.13803921714961,0.9859637544172796,25.5,118.5,2018.0,8.0,14.0,2018-08-14,POINT (118.5 25.5),2561,9264,@福建新闻广播fm1036 @紫衫雾影#莆田即将开启人工增雨作业，市民们请注意！#莆田市人民政府防汛抗旱指挥部人工影响天气办公室拟定于2018年8月14日至16日在仙游县钟山镇和西苑乡、城厢区常太,2018,8,14,福建省,莆田市,荔城区,仙游县钟山镇和西苑乡、城厢区常太镇、荔城区西天尾镇,福建省莆田市仙游县钟山镇和西苑乡,"118.580341,25.483398",乡镇,莆田市仙游县钟山镇和西苑乡,福建省莆田市仙游县钟山镇西苑乡,2018-08-14,118.580341,25.483398,2018-08-14
20.38322711337811,0.6150570265070567,29.5,113.5,2018.0,8.0,3.0,2018-08-03,POINT (113.5 29.5),461,1470,【市气象局：人工增雨　缓解旱情】8月3日中午，我市中心城区及部分县市区出现热对流云层，适合人工增雨，市气象局人工影响天气办公室迅速出动人工增雨车辆赶赴作业点，在取得空中管制,2018,8,3,湖南省,岳阳市,西湖区,湖滨风雨山,湖南省 岳阳市长安街道,"113.427490,29.487240",乡镇,岳阳市长安街道,湖南省岳阳市临湘市长安街道,2018-08-03,113.42749,29.48724,2018-08-03
8.018888693983836,0.9391780733245693,25.5,118.5,2018.0,9.0,5.0,2018-09-05,POINT (118.5 25.5),2089,7289,#仙游身边事# 【仙游人注意了！明天又要发射火箭弹啦！听到爆炸声请立即隐蔽】莆田市人民政府防汛抗旱指挥部人工影响天气办公室拟定于2018年9月5日至6日在仙游县钟山镇和西苑乡、城厢区,2018,9,5,福建省,莆田市,仙游县,"钟山镇, 西苑乡, 城厢区常太镇, 荔城区西天尾镇",福建省 莆田市西苑乡,"118.580341,25.483398",乡镇,莆田市西苑乡,福建省莆田市仙游县西苑乡,2018-08-14,118.580341,25.483398,2018-09-05
46.44135054290064,1.0,34.5,112.5,2019.0,1.0,9.0,2019-01-09,POINT (112.5 34.5),2507,8555,#洛阳身边事#【洛阳实施人工增雪 已发射16枚人工影响天气火箭弹】昨天夜晚到今晨，在自然降雪和人工增雪的共同作用下，我市普降小到中雪，部分地区中到大雪，有效改善了我市的空气质量,2019,1,9,河南省,洛阳市,,29个人工影响天气作业点,河南省洛阳市龙门石窟景区,"112.480894,34.544914",兴趣点,洛阳市龙门石窟景区,河南省洛阳市洛龙区龙门石窟景区(南门),2019-01-09,112.480894,34.544914,2019-01-09
2.205564463571195,0.5873469294485997,34.5,117.5,2019.0,3.0,19.0,2019-03-19,POINT (117.5 34.5),663,2146,#重要天气报告##雨情通报#为解除当前农田旱情、降低森林火险等级、助力春季绿化和植树造林、改善空气质量和生态环境，遵照相关工作部署和市领导的指示要求，我局抓住冷暖空气于我市交,2019,3,19,江苏省,徐州市,邳州市,丰县大沙河、赵庄，沛县鹿楼，铜山刘集、利国、尹庄，贾汪督公山，邳州车辐山，新沂马陵山,江苏省贾汪督公山,"117.551827,34.462739",住宅区,贾汪督公山,江苏省徐州市贾汪区督公山,2019-03-19,117.551827,34.462739,2019-03-19
21.75632076420932,0.9999049880725471,34.5,118.5,2019.0,6.0,28.0,2019-06-28,POINT (118.5 34.5),2080,7271,#连云港生活# 【28-29日连云港预计局部有大到暴雨 部分地区将进行增雨作业】据连云港气象台预报，预计28-29日港城将有一次较为明显的降雨天气过程，降雨分布南大北小，雨量可达中到大雨，,2019,6,28,江苏省,连云港市,丰县,海州区东辛农场、东海桃林镇、赣榆抗日山、灌南孟兴庄倪场村和灌云南岗乡高李村,江苏省连云港市海州区东海桃林镇,"118.486424,34.511805",乡镇,连云港市海州区东海桃林镇,江苏省连云港市东海县桃林镇,2019-06-28,118.486424,34.511805,2019-06-28
13.05389448718021,0.516468323524076,34.5,109.5,2019.0,7.0,28.0,2019-07-28,POINT (109.5 34.5),841,3157,#天气实况# 【降气温，缓旱情，这场及时雨名副其实】今天上午，记者在我市气象局了解到，受副高外围暖湿气流和冷空气的共同影响，从昨天晚上到今天全市天气为雷阵雨转中雨。截止到今,2019,7,28,陕西省,渭南市,韩城市,4个作业点,陕西省渭南市四马路,"109.496890,34.512071",住宅区,渭南市四马路,陕西省渭南市临渭区四马路,2019-07-28,109.49689,34.512071,2019-07-28
21.67414597434865,0.911013208674308,34.5,118.5,2019.0,7.0,25.0,2019-07-25,POINT (118.5 34.5),2177,7482,【人工增雨作业公告】市人工影响天气领导小组办公室拟定于2019年7月25-27日在东辛农场、东海桃林镇、赣榆抗日山、孟兴庄倪场村、南岗乡高李村等人工影响天气作业点适时开展实施人工增雨,2019,7,25,江苏省,连云港市,灌南县,东辛农场、东海桃林镇、赣榆抗日山、孟兴庄倪场村、南岗乡高李村,江苏省 连云港市东海桃林镇,"118.486424,34.511805",乡镇,连云港市东海桃林镇,江苏省连云港市东海县桃林镇,2019-06-28,118.486424,34.511805,2019-07-25
4.0,0.0389373802793772,37.5,116.5,2019.0,7.0,2.0,2019-07-02,POINT (116.5 37.5),2497,8520,#德州短临预报#短临预报：据最新雷达观测（7月2日20时），降水回波位于故城-陵城-商河一带，将影响武城、平原、临邑、禹城等。人影作业情况：全市共有7个县市区15个作业点进行防雹增雨作,2019,7,2,山东省,德州市,平原县,7个县市区15个作业点,山东省德州经济开发区,"116.498586,37.509343",未知,德州经济开发区,山东省德州市经济开发区,2019-07-02,116.498586,37.509343,2019-07-02
20.22331588943394,1.0,35.5,118.5,2019.0,10.0,4.0,2019-10-04,POINT (118.5 35.5),2573,9319,#临沂身边事#【临沂这两天将人工增雨，各县均有作业点】10月4日起，临沂将择机实施以缓解旱情为目的的人工增雨作业。作业时间为O10月4日0时至10月5日24时 ，各县气象局所属人工增雨防雹作,2019,10,4,山东省,临沂市,临朐县,各县气象局所属人工增雨防雹作业点,山东省 临沂市沂南县气象局,"118.441645,35.508750",兴趣点,临沂市沂南县气象局,山东省临沂市沂南县气象局,2019-10-04,118.441645,35.50875,2019-10-04
59.22784843307377,1.0,35.5,119.5,2019.0,11.0,23.0,2019-11-23,POINT (119.5 35.5),2546,9014,人工增雨作业公告为有效应对气候变化，改善生态环境，增加土壤墒情，根据《人工影响天气管理条例》，五莲县气象局11月23日白天到夜间，将在全县范围内实施人工增雨作业。请作业点周边,2019,11,23,山东省,日照市,五莲县,,山东省日照高新技术产业开发区,"119.496850,35.463377",住宅区,日照高新技术产业开发区,山东省日照市东港区日照日照高新技术产业开发区,2019-11-23,119.49685,35.463377,2019-11-23
24.82014920183284,1.0,24.5,105.5,2020.0,3.0,17.0,2020-03-17,POINT (105.5 24.5),180,512,3月17日，自治县气象局抓住有利天气时机，及时组织克长乡、岩茶乡、隆或镇等6个作业站开展联合人工增雨作业。时下正是春耕生产关键时期，可自入春以来，我县没有一次有效的降雨，持续,2020,3,17,广西壮族自治区,百色市,隆林各族自治县,克长乡、岩茶乡、隆或镇,广西壮族自治区百色市岩茶乡,"105.444195,24.501360",乡镇,百色市岩茶乡,广西壮族自治区百色市隆林各族自治县岩茶乡,2020-03-17,105.444195,24.50136,2020-03-17
38.93471789013885,0.9843150663049254,26.5,106.5,2020.0,3.0,2.0,2020-03-02,POINT (106.5 26.5),641,2015,【贵州发布雷电黄色预警信号 贵阳发射火箭弹预防冰雹】贵州省气象台 3 月 2 日 19 时发布雷电黄色预警信号：预计未来 6 小时省中东部将出现雷电天气，局地伴有短时强降水、大风、冰雹等强,2020,3,2,贵州省,贵阳市,清镇市,清镇市农牧场、红枫湖人工防雹增雨炮站,贵州省 贵阳市清镇市红枫湖人工防雹增雨炮站,"106.430964,26.539986",住宅区,贵阳市清镇市红枫湖人工防雹增雨炮站,贵州省贵阳市清镇市红枫湖,2020-03-02,106.430964,26.539986,2020-03-02
15.40408182259343,0.8704078203677936,40.5,119.5,2020.0,8.0,18.0,2020-08-18,POINT (119.5 40.5),1662,6212,卢龙气象台8月18日15时发布雨情信息:今天凌晨开始我县出现雷阵雨天气，截止目前最大降水量出现在潘庄镇，降水量为52毫米。气象部门抓住有利天气条件，今天下午14时01分至15时16分先后在潘,2020,8,18,河北省,秦皇岛市,卢龙县,潘庄镇、香格里拉、达连巷、刘家营、大横河、雷店子、桃林口、下寨、益通农业、马台子、团店、印庄、卢龙、北花台、双望、石门、燕河营、刘田庄、下梨峪、棋盘山、蛤泊、杨园子、陈,河北省 秦皇岛市马台子,"119.502734,40.487556",村庄,秦皇岛市马台子,河北省秦皇岛市青龙满族自治县马台子,2020-08-18,119.502734,40.487556,2020-08-18
82.57010684281717,0.9999221789465804,34.5,112.5,2020.0,10.0,13.0,2020-10-13,POINT (112.5 34.5),840,3156,#洛阳24小时# 【洛阳这场秋雨，有人工增雨的功劳】14日，记者从市人工影响天气办公室(简称市人影办)获悉：我市这场淅淅沥沥的秋雨，就有人工增雨的功劳。　　市人影办相关负责人说，前,2020,10,13,河南省,洛阳市,,全市各人工影响天气作业点,河南省洛阳市龙门石窟景区等周边乡镇,"112.480894,34.544914",兴趣点,洛阳市龙门石窟景区等周边乡镇,河南省洛阳市洛龙区龙门石窟景区(南门),2019-01-09,112.480894,34.544914,2020-10-13
86.81103430804085,0.9999103138532339,34.5,114.5,2020.0,11.0,17.0,2020-11-17,POINT (114.5 34.5),521,1635,【#开封#自然降水与人工增雨齐发力 我市迎来一次大到暴雨过程】本报讯 全媒体记者张仲鹏 通讯员王梅娟报道 在人工降水与人工增雨的共同影响下，我市11月17日到18日，全市普降大到暴雨。,2020,11,17,河南省,开封市,杞县,兰考红庙、杞县苏木、通许冯庄、尉氏后曹,河南省 开封市通许冯庄,"114.470824,34.544361",村庄,开封市通许冯庄,河南省开封市通许县冯庄,2020-11-17,114.470824,34.544361,2020-11-17
7.417619932686918,0.9796226397297292,34.5,118.5,2021.0,2.0,24.0,2021-02-24,POINT (118.5 34.5),2075,7264,【东海县人工增雨作业公告】202101号  签发：时敦伦          为缓解我县当前面临的严峻旱情，经县政府同意，县人工影响天气领导小组决定于2021年2月24日22时起至25日08时，择机实施火箭人工增,2021,2,24,江苏省,连云港市,东海县,东海县桃林增雨作业点,江苏省 东海县桃林,"118.486424,34.511805",乡镇,东海县桃林,江苏省连云港市东海县桃林镇,2019-06-28,118.486424,34.511805,2021-02-24
3.899763926555977,0.8101550335454386,34.5,118.5,2021.0,3.0,26.0,2021-03-26,POINT (118.5 34.5),198,587,【人工增雨作业公告】       为应对春季抗旱和森林防火的需求，有效改善空气质量，经县政府同意，县人工影响天气领导小组决定于2021年3月26日18时起至27日02时，择机实施火箭人工增雨作业。,2021,3,26,江苏省,连云港市,东海县,桃林增雨作业点,江苏省连云港市桃林增雨作业点,"118.486424,34.511805",乡镇,连云港市桃林增雨作业点,江苏省连云港市东海县桃林镇,2019-06-28,118.486424,34.511805,2021-03-26
9.737177693039362,0.9349606258164006,25.5,98.5,2021.0,3.0,21.0,2021-03-21,POINT (98.5 25.5),879,3357,【#保山抓住条件开展人工增雨有效缓解旱情# 】为应对目前全市出现的气象干旱，保山市气象局组织全市48个作业点提前做好人工增雨准备，于21日20时至22日08时开展增雨作业23次，在自然降水,2021,3,21,云南省,保山市,,48个作业点,云南省明光镇,"98.542900,25.489747",乡镇,明光镇,云南省保山市腾冲市明光镇,2021-03-21,98.5429,25.489747,2021-03-21
12.61705203732448,0.7175272639773109,28.5,112.5,2021.0,8.0,4.0,2021-08-04,POINT (112.5 28.5),1460,5710,#益阳身边事# 【8月4日至9月30日，我市在主城区及桃江县相关区域适时实施人工增雨作业】8月4日，益阳市人工影响天气领导小组办公室发布了《益阳市人工影响天气作业公告》，自8月4日至9月3,2021,8,4,湖南省,益阳市,资阳区,赫山区龙光桥街道道子坪村、泉交河镇万兴坡村、资阳区迎丰桥镇迎丰桥水库、长春镇幸福村、高新区谢林港镇鸬鹚桥村、桃江县三堂街镇太平桥村、松木塘桃花江林场,湖南省益阳市赫山区泉交河镇万兴坡村,"112.507586,28.460222",村庄,益阳市赫山区泉交河镇万兴坡村,湖南省益阳市赫山区泉交河镇万兴坡村,2021-08-04,112.507586,28.460222,2021-08-04
25.09990145879633,1.0,23.5,110.5,2021.0,10.0,13.0,2021-10-13,POINT (110.5 23.5),1384,5433,【#贵港# “问天要雨”！贵港人工增雨独家大揭秘…】今年7月1日至10月7日我市降雨量229-457.9毫米，比历年同期偏少5-6成，高温日数37天，比历年同期偏多7成，持续高温少雨导致我市各地出现了,2021,10,13,广西壮族自治区,贵港市,,作业点或者炮台信息：各个作业点,广西壮族自治区平南县丹竹,"110.527001,23.469116",乡镇,平南县丹竹,广西壮族自治区贵港市平南县丹竹镇,2021-10-13,110.527001,23.469116,2021-10-13
43.08837893763675,1.0,34.5,118.5,2022.0,1.0,4.0,2022-01-04,POINT (118.5 34.5),2182,7488,【人工增雨作业公告】为改善土壤墒情，降低森林火险气象等级。市人工影响天气办公室1月4日22时至5日05时将在东辛农场（34°33′4″、119°20′22″）、赣榆抗日山（34°53′25″，118°50′54″）,2022,1,4,江苏省,连云港市,灌云县,东辛农场（34°33′4″、119°20′22″）、赣榆抗日山（34°53′25″，118°50′54″）、东海桃林镇（34°30′48″，118°26′40″）和灌云南岗镇（34°17′52″，119°04′47″）,江苏省东海桃林镇,"118.486424,34.511805",乡镇,东海桃林镇,江苏省连云港市东海县桃林镇,2019-06-28,118.486424,34.511805,2022-01-04
12.81436866116755,0.9762138061242008,34.5,118.5,2022.0,5.0,25.0,2022-05-25,POINT (118.5 34.5),2185,7491,人工增雨作业公告：为改善土壤墒情和空气质量，根据天气预测意见，25日下午可能具备一定的人工增雨作业条件，市气象灾害防御领导小组办公室将于5月25日14-20时在东辛农场（34°33′4″、119,2022,5,25,江苏省,连云港市,南岗镇,"东辛农场（34°33′4″、119°20′22″）
东海桃林镇（34°30′48″，118°26′40″）
赣榆抗日山（34°53′25″，118°50′54″）
灌云南岗镇（34°17′52″，119°04′47″）
灌南孟兴庄（34°07′22″，119°12",江苏省 东海桃林镇,"118.486424,34.511805",乡镇,东海桃林镇,江苏省连云港市东海县桃林镇,2019-06-28,118.486424,34.511805,2022-05-25
114.1186591953907,1.0,34.5,118.5,2022.0,6.0,23.0,2022-06-23,POINT (118.5 34.5),2190,7496,人工增雨作业公告：为改善土壤墒情，根据天气预测意见，23日凌晨到中午可能具备一定的人工增雨作业条件，市气象灾害防御领导小组办公室将于6月23日00时至14时在东辛农场（34°33′4″、119,2022,6,23,江苏省,连云港市,东海县,东辛农场（34°33′4″、119°20′22″）、东海桃林镇（34°30′48″，118°26′40″）、赣榆抗日山（34°53′25″，118°50′54″）、灌云南岗镇（34°15′15″，119°05′51″）和灌南孟兴庄（34°07′22″,江苏省东海桃林镇,"118.486424,34.511805",乡镇,东海桃林镇,江苏省连云港市东海县桃林镇,2019-06-28,118.486424,34.511805,2022-06-23
3.921938692428628,0.6966666550205279,29.5,113.5,2022.0,8.0,23.0,2022-08-23,POINT (113.5 29.5),170,489,【#岳阳多地开展人工增雨# 】“嘭嘭嘭……”8月23日20时起，岳阳多地发射火箭炮实施人工增雨作业。根据湖南省、岳阳市人影办人工增雨作业条件预报，8月23日，岳阳局地有热对流产生，可适,2022,8,23,湖南省,岳阳市,经开区,经开区康王，梅溪、君山柳林洲、南湖新区风雨山、临湘聂市镇、江南镇、长安街道,湖南省 岳阳市长安街道,"113.427490,29.487240",乡镇,岳阳市长安街道,湖南省岳阳市临湘市长安街道,2018-08-03,113.42749,29.48724,2022-08-23
2.172095764182999,0.5370731627639993,29.5,113.5,2022.0,8.0,15.0,2022-08-15,POINT (113.5 29.5),2490,8443,【#湖南已做好人工增雨作业准备#】连日来，湖南晴热高温天气“超长待机”。8月15日10时，湖南省气象局进入干旱气象保障特别工作状态。为什么还不开展人工增雨？是当前民众关注的热点话,2022,8,15,湖南省,岳阳市,,206个地面作业站点,湖南省 岳阳市长安街道,"113.427490,29.487240",乡镇,岳阳市长安街道,湖南省岳阳市临湘市长安街道,2018-08-03,113.42749,29.48724,2022-08-15
20.30999963955274,0.9827561808137928,32.5,118.5,2023.0,1.0,12.0,2023-01-12,POINT (118.5 32.5),2606,9432,#亭城关注# 【滁州全市准备！人工增雨时间定了！】@滁州气象 滁州市气象局拟于近期组织开展人工增雨作业，根据《人工影响天气管理条例》，现将有关事项公告如下：1、作业时间：2023年1月,2023,1,12,安徽省,滁州市,,经空域管制部门批准的全市21个人工影响天气标准化作业点,安徽省施官,"118.507542,32.460679",乡镇,施官,安徽省滁州市来安县施官镇,2023-01-12,118.507542,32.460679,2023-01-12
45.22202890880072,1.0,36.5,107.5,2023.0,4.0,2.0,2023-04-02,POINT (107.5 36.5),407,1344,"【环县气象局】【雨情快报】4月2日上午我县开始出现降雨天气过程,县气象局抢抓有利时机,分别在丁家塬、马坊塬、北郭塬、八珠作业点开展人工增雨作业,共发射火箭弹32枚,作业效果明显。截",2023,4,2,甘肃省,庆阳市,环县,丁家塬、马坊塬、北郭塬、八珠作业点,甘肃省 庆阳市八珠作业点,"107.540458,36.507074",乡镇,庆阳市八珠作业点,甘肃省庆阳市环县八珠乡,2023-04-02,107.540458,36.507074,2023-04-02
9.285071232489177,0.3594308910149384,36.5,116.5,2023.0,5.0,19.0,2023-05-19,POINT (116.5 36.5),598,1826,#德州冰雹#【昨夜，德州三个县市区部分乡镇遭遇冰雹袭击】据德州市气象台20日消息，5月19日20时至20日6时我市北部县（市、区）出现强对流天气，雷暴大风7～9级，极大风出现在临邑县气象局,2023,5,19,山东省,德州市,临邑,全市6个县（市、区）22个作业点,山东省齐河县仁里集镇,"116.476294,36.547522",乡镇,齐河县仁里集镇,山东省德州市齐河县仁里集镇,2023-05-19,116.476294,36.547522,2023-05-19
29.90060668242605,1.0,36.5,107.5,2023.0,9.0,8.0,2023-09-08,POINT (107.5 36.5),239,685,庆阳市跨县区联合增雨作业组在环县实施人工降雨作业有效缓解当前旱情今年入夏以来，环县气温持续偏高，降水异常偏少，全县多个乡镇遭受干旱。面对持续发展的旱情，庆阳市气象局决定,2023,9,8,甘肃省,庆阳市,环县,毛井镇、洪德镇丁家塬、罗山川乡、虎洞镇、耿湾乡、樊家川乡、小南沟乡、山城乡、八珠乡、甜水镇、秦团庄乡、合道镇、毛井镇、天池乡、南湫乡、曲子镇、木钵镇、环城镇、车道镇、洪,甘肃省 庆阳市八珠乡,"107.540458,36.507074",乡镇,庆阳市八珠乡,甘肃省庆阳市环县八珠乡,2023-04-02,107.540458,36.507074,2023-09-08
85.55410151053698,1.0,32.5,120.5,2023.0,12.0,15.0,2023-12-15,POINT (120.5 32.5),2374,7972,经市政府批准，南通市气象局将于12月15日凌晨至15日上午在海安市开发区上湖作业点适时组织开展人工影响天气作业。所发射的火箭对环境、人身安全均无害、无副作用，如发现异常下落的火,2023,12,15,江苏省,南通市,海安市,上湖作业点,江苏省南通市上湖作业点,"120.537248,32.502418",住宅区,南通市上湖作业点,江苏省南通市海安市上湖,2023-12-15,120.537248,32.502418,2023-12-15
